Status,Tag Code,State,Agency,Rearing Code,Location (Facility or Wild Stock),Year Brood,Stock,Ancestry,Species,Stage,Weight,Length,Year Released,Release Site,Date Last Released,Ad Clipped and Tagged,Total Released,Experiment Code,Region Released,Mark Code,Thermal Mark Hatch Code,Thermal Mark RBr,Mark ID,Comment (PSMFC)
TAGGED,311736,AK,VFDA,H,SOLOMON GULCH,1984,CORBIN CR 221-60,CORBIN CR,COHO,,12,,1986,PORT VALDEZ 221-60,5/15/1986,10556,231538,,2,AD,,,,
NOT TAGGED,!12856VFDA01,AK,VFDA,H,SOLOMON GULCH,1984,VLASOFF CR 221-50,,PINK,FED FRY     ,0.28,36,1985,SOLOMON GULCH 221-60,4/15/1985,0,51263063,,2,NO MARK,,,,
NOT TAGGED,!12865ADFG01,AK,ADFG,H,CANNERY CREEK,1985,CANNERY CR,,CHUM,FED FRY     ,0.33,,1986,CANNERY CR 222-50,4/3/1986,0,278900,,2,NO MARK,,,,
TAGGED,B31002,AK,ADFG,H,CANNERY CREEK,1985,CANNERY CR,,PINK,,0.2,,1986,CANNERY CR 222-50,6/8/1986,109841,16208707,,2,AD,,,,
TAGGED,B31001,AK,ADFG,H,CANNERY CREEK,1985,CANNERY CR,,PINK,,0.2,,1986,CANNERY CR 222-50,5/2/1986,108595,14906681,,2,AD,,,,
NOT TAGGED,!12866ADFG03,AK,ADFG,H,CANNERY CREEK,1985,CANNERY CR,,PINK,FED FRY     ,0.22,,1986,CANNERY CR 222-50,6/5/1986,0,614000,,2,NO MARK,,,,
NOT TAGGED,!12866ADFG10,AK,ADFG,H,CANNERY CREEK,1985,CANNERY CR,,PINK,FED FRY     ,0.22,,1986,CANNERY CR 222-50,6/5/1986,0,21483354,,2,NO MARK,,,,
NOT TAGGED,!12866ADFG02,AK,ADFG,H,CANNERY CREEK,1985,CANNERY CR,,PINK,FED FRY     ,0.22,,1986,CANNERY CR 222-50,5/5/1986,0,1283000,,2,NO MARK,,,,
NOT TAGGED,!12866ADFG01,AK,ADFG,H,CANNERY CREEK,1985,CANNERY CR,,PINK,FED FRY     ,0.22,,1986,DERICKSON BAY 222-20,5/5/1986,0,2000000,,2,NO MARK,,,,
NOT TAGGED,!12861ADFG01,AK,ADFG,H,ELMENDORF,1985,CROOKED CR 244-30,,CHINOOK,SMOLT       ,13.1,,1986,PASSAGE CANAL 224-10,6/9/1986,0,85164,,2,NO MARK,,,,
NOT TAGGED,!12872ADFG25,AK,ADFG,H,ELMENDORF,1985,BEAR CR 231-30,,COHO,SMOLT       ,23.16,,1987,WELLS PASSAGE 223-40,6/3/1987,0,55546,,2,NO MARK,,,,
NOT TAGGED,!12861ADFG11,AK,ADFG,H,FORT RICHARDSON,1985,DESHKA R,,CHINOOK,PRESMOLT    ,20.5,,1986,GRANITE BAY 223-20,5/17/1986,0,49850,,2,NO MARK,,,,
NOT TAGGED,!12861ADFG17,AK,ADFG,H,FORT RICHARDSON,1985,DESHKA R,,CHINOOK,PRESMOLT    ,8.84,,1986,GRANITE BAY 223-20,6/13/1986,0,7934,,2,NO MARK,,,,
NOT TAGGED,!12861ADFG16,AK,ADFG,H,FORT RICHARDSON,1985,DESHKA R,,CHINOOK,PRESMOLT    ,8.84,,1986,GRANITE BAY 223-20,6/13/1986,0,17138,,2,NO MARK,,,,
NOT TAGGED,!12862ADFG26,AK,ADFG,H,FORT RICHARDSON,1985,EYAK LK,,COHO,FED FRY     ,1.61,,1986,CULROSS LK 224-30 (B),6/6/1986,0,99600,,2,NO MARK,,,,
NOT TAGGED,!12872ADFG26,AK,ADFG,H,FORT RICHARDSON,1985,MILE 18 CR 212-10,,COHO,SMOLT       ,23.24,,1987,FLEMING SPIT 221-10,5/30/1987,0,58213,,2,NO MARK,,,,
NOT TAGGED,!12862ADFG27,AK,ADFG,H,FORT RICHARDSON,1985,MILE 18 CR 212-10,,COHO,FINGERLING  ,2.5,,1986,MILE 18 CR 212-10,7/9/1986,0,49990,,2,NO MARK,,,,
NOT TAGGED,!12862ADFG29,AK,ADFG,H,FORT RICHARDSON,1985,EYAK LK,,COHO,FINGERLING  ,2.34,,1986,SURPRISE LK#1 224-10 (B),7/10/1986,0,20053,,2,NO MARK,,,,
NOT TAGGED,!12862ADFG28,AK,ADFG,H,FORT RICHARDSON,1985,EYAK LK,,COHO,FINGERLING  ,2.34,,1986,SURPRISE LK#2 224-10 (B),7/10/1986,0,38698,,2,NO MARK,,,,
NOT TAGGED,!12864ADFG11,AK,ADFG,H,GULKANA,1985,GULKANA,,SOCKEYE,EMERGENT FRY,0.16,,1986,GUNN CR 212-20,6/4/1986,0,14999085,,2,NO MARK,,,,
NOT TAGGED,!12864ADFG10,AK,ADFG,H,GULKANA,1985,GULKANA,,SOCKEYE,EMERGENT FRY,0.16,,1986,PAXSON LK 212-20,7/15/1986,0,8586509,,2,NO MARK,,,,
NOT TAGGED,!12865ADFG05,AK,ADFG,H,MAIN BAY,1985,WELLS R 222-20,,CHUM,FED FRY     ,0.45,,1986,LAKE BAY 223-40,5/7/1986,0,4251497,,2,NO MARK,,,,
TAGGED,B30911,AK,ADFG,H,MAIN BAY,1985,WELLS R 222-20,,CHUM,,1.1,,1986,MAIN BAY 225-20,5/23/1986,36660,234781,,2,AD,,,,
TAGGED,B31005,AK,ADFG,H,MAIN BAY,1985,MAIN BAY,,CHUM,,1,,1986,MAIN BAY 225-20,5/16/1986,45777,195945,,2,AD,,,,
TAGGED,B30912,AK,ADFG,H,MAIN BAY,1985,WELLS R 222-20,,CHUM,,0.8,,1986,MAIN BAY 225-20,5/28/1986,36654,2523236,,2,AD,,,,
NOT TAGGED,!12865ADFG06,AK,ADFG,H,MAIN BAY,1985,WELLS R 222-20,,CHUM,FED FRY     ,0.72,,1986,MAIN BAY 225-20,5/9/1986,0,2304213,,2,NO MARK,,,,
NOT TAGGED,!12866ADFG05,AK,ADFG,H,MAIN BAY,1985,CANNERY CR,,PINK,FED FRY     ,0.26,,1986,MAIN BAY 225-20,5/9/1986,0,32728663,,2,NO MARK,,,,
NOT TAGGED,!12864ADFG12,AK,ADFG,H,TRAIL LAKES,1985,ESHAMY LK,,SOCKEYE,FED FRY     ,0.36,,1986,ESHAMY LK 225-30,6/26/1986,0,516000,,2,NO MARK,,,,
NOT TAGGED,!12865PWSA03,AK,PWSA,H,A F KOERNIG,1985,A F KOERNIG,,CHUM,FED FRY     ,0.47,42,1986,PORT SAN JUAN 226-40,6/4/1986,0,2039750,,2,NO MARK,,,,
TAGGED,B30914,AK,PWSA,H,A F KOERNIG,1985,A F KOERNIG,,PINK,,0.2,,1986,PORT SAN JUAN 226-40,6/4/1986,46092,33623319,,2,AD,,,,
TAGGED,B31003,AK,PWSA,H,A F KOERNIG,1985,A F KOERNIG,,PINK,,0.2,,1986,PORT SAN JUAN 226-40,5/13/1986,161664,77643489,,2,AD,,,,
NOT TAGGED,!12861PWSA01,AK,PWSA,H,WALLY NOERENBERG,1985,DESHKA R,,CHINOOK,SMOLT       ,10.2,,1986,LAKE BAY 223-40,7/17/1986,0,57544,,2,NO MARK,,,,
NOT TAGGED,!12865PWSA01,AK,PWSA,H,WALLY NOERENBERG,1985,WELLS R 222-20,,CHUM,FED FRY     ,0.66,41,1986,LAKE BAY 223-40,5/22/1986,0,4244829,,2,NO MARK,,,,
NOT TAGGED,!12865PWSA02,AK,PWSA,H,WALLY NOERENBERG,1985,A F KOERNIG,,CHUM,FED FRY     ,0.46,69,1986,LAKE BAY 223-40,5/22/1986,0,10927432,,2,NO MARK,,,,
NOT TAGGED,!12872PWSA01,AK,PWSA,H,WALLY NOERENBERG,1985,EYAK LK+MILE 18,,COHO,SMOLT       ,18.1,,1987,LAKE BAY 223-40,6/9/1987,0,376385,,2,NO MARK,,,,
TAGGED,B31004,AK,PWSA,H,WALLY NOERENBERG,1985,A F KOERNIG,,PINK,,0.3,,1986,LAKE BAY 223-40,5/2/1986,166948,24256824,,2,AD,,,,
TAGGED,B30915,AK,PWSA,H,WALLY NOERENBERG,1985,A F KOERNIG,,PINK,,0.2,,1986,LAKE BAY 223-40,5/21/1986,53421,10268751,,2,AD,,,,
NOT TAGGED,!12865VFDA01,AK,VFDA,H,SOLOMON GULCH,1985,CROOKED CR 221-60,,CHUM,FED FRY     ,0.48,41,1986,SOLOMON GULCH 221-60,5/22/1986,0,2256291,,2,NO MARK,,,,
TAGGED,311749,AK,VFDA,H,SOLOMON GULCH,1985,SOLOMON GULCH 221-60,CORBIN CR,COHO,,26.1,,1987,SOLOMON GULCH 221-60,6/7/1987,10667,96902,S,2,AD,,,,
NOT TAGGED,!12866VFDA01,AK,VFDA,H,SOLOMON GULCH,1985,SOLOMON GULCH 221-60,,PINK,FED FRY     ,0.38,39,1986,SOLOMON GULCH 221-60,5/15/1986,0,54630942,,2,NO MARK,,,,
NOT TAGGED,!12875ADFG01,AK,ADFG,H,CANNERY CREEK,1986,CANNERY CR,,CHUM,FED FRY     ,0.31,,1987,CANNERY CR 222-50,6/11/1987,0,34800,,2,NO MARK,,,,
NOT TAGGED,!12876ADFG01,AK,ADFG,H,CANNERY CREEK,1986,CANNERY CR,,PINK,FED FRY     ,0.22,,1987,CANNERY CR 222-50,6/11/1987,0,42653000,,2,NO MARK,,,,
NOT TAGGED,!12871ADFG09,AK,ADFG,H,ELMENDORF,1986,CROOKED CR 244-30,,CHINOOK,SMOLT       ,16.72,,1987,WELLS PASSAGE 223-40,6/9/1987,0,50143,,2,NO MARK,,,,
NOT TAGGED,!12882ADFG55,AK,ADFG,H,ELMENDORF,1986,BEAR LK,,COHO,SMOLT       ,24.19,,1988,WHITTIER HBR 224-10,5/31/1988,0,107428,,2,NO MARK,,,,
NOT TAGGED,!12872ADFG28,AK,ADFG,H,FORT RICHARDSON,1986,EYAK LK,,COHO,FINGERLING  ,2.9,,1987,CULROSS LK 224-30 (B),6/30/1987,0,42516,,2,NO MARK,,,,
NOT TAGGED,!12872ADFG29,AK,ADFG,H,FORT RICHARDSON,1986,EYAK LK,,COHO,SMOLT       ,10.9,,1987,SURPRISE LK#1 224-10 (B),9/15/1987,0,21605,,2,NO MARK,,,,
NOT TAGGED,!12872ADFG30,AK,ADFG,H,FORT RICHARDSON,1986,EYAK LK,,COHO,SMOLT       ,10.9,,1987,SURPRISE LK#2 224-10 (B),9/15/1987,0,40158,,2,NO MARK,,,,
NOT TAGGED,!12874ADFG09,AK,ADFG,H,GULKANA,1986,GULKANA,,SOCKEYE,EMERGENT FRY,0.16,,1987,PAXSON LK 212-20,7/1/1987,0,9905907,,2,NO MARK,,,,
NOT TAGGED,!12874ADFG10,AK,ADFG,H,GULKANA,1986,GULKANA,,SOCKEYE,EMERGENT FRY,0.16,,1987,SUMMIT LK 212-20,7/1/1987,0,12491826,,2,NO MARK,,,,
TAGGED,B31503,AK,ADFG,H,MAIN BAY,1986,MAIN BAY,,CHUM,,,,1987,MAIN BAY 225-20,6/9/1987,56846,38270627,,2,AD,,,,
TAGGED,B31504,AK,ADFG,H,MAIN BAY,1986,MAIN BAY,,CHUM,,,,1987,MAIN BAY 225-20,6/9/1987,52880,38266397,,2,AD,,,,
NOT TAGGED,!12876ADFG03,AK,ADFG,H,MAIN BAY,1986,MAIN BAY,,PINK,FED FRY     ,,,1987,MAIN BAY 225-20,6/1/1987,0,2660000,,2,NO MARK,,,,
TAGGED,311802,AK,ADFG,H,MAIN BAY,1986,COGHILL LK,,SOCKEYE,,,,1988,MAIN BAY 225-20,5/16/1988,10826,110900,D,2,AD,,,,
TAGGED,311801,AK,ADFG,H,MAIN BAY,1986,COGHILL LK,,SOCKEYE,,,,1988,MAIN BAY 225-20,5/16/1988,11109,101773,D,2,AD,,,,
TAGGED,311763,AK,ADFG,H,MAIN BAY,1986,COGHILL LK,,SOCKEYE,,,,1988,MAIN BAY 225-20,5/16/1988,11102,77082,D,2,AD,,,,
TAGGED,311803,AK,ADFG,H,MAIN BAY,1986,COGHILL LK,,SOCKEYE,,,,1988,MAIN BAY 225-20,5/16/1988,8491,40270,D,2,AD,,,,
NOT TAGGED,!12876PWSA02,AK,PWSA,H,A F KOERNIG,1986,A F KOERNIG,,PINK,EMERGENT FRY,0.22,32,1987,PORT SAN JUAN 226-40,6/1/1987,0,40089000,,2,NO MARK,,,,
NOT TAGGED,!12876PWSA01,AK,PWSA,H,A F KOERNIG,1986,A F KOERNIG,,PINK,FED FRY     ,0.3,36,1987,PORT SAN JUAN 226-40,6/1/1987,0,76088645,,2,NO MARK,,,,
NOT TAGGED,!12881PWSA01,AK,PWSA,H,WALLY NOERENBERG,1986,DESHKA R,,CHINOOK,SMOLT       ,63.6,,1988,LAKE BAY 223-40,6/1/1988,0,44787,,2,NO MARK,,,,
NOT TAGGED,!12875PWSA01,AK,PWSA,H,WALLY NOERENBERG,1986,WALLY NOERENBERG,,CHUM,FED FRY     ,0.46,40,1987,LAKE BAY 223-40,5/19/1987,0,27342,,2,NO MARK,,,,
NOT TAGGED,!12875PWSA03,AK,PWSA,H,WALLY NOERENBERG,1986,WELLS R 222-20,,CHUM,FED FRY     ,0.46,40,1987,LAKE BAY 223-40,5/19/1987,0,5032559,,2,NO MARK,,,,
NOT TAGGED,!12875PWSA02,AK,PWSA,H,WALLY NOERENBERG,1986,A F KOERNIG,,CHUM,FED FRY     ,0.46,40,1987,LAKE BAY 223-40,5/19/1987,0,12966182,,2,NO MARK,,,,
NOT TAGGED,!12875PWSA04,AK,PWSA,H,WALLY NOERENBERG,1986,,,CHUM,FED FRY     ,0.46,40,1987,LAKE BAY 223-40,5/19/1987,0,18452735,,2,NO MARK,,,,
NOT TAGGED,!12882PWSA01,AK,PWSA,H,WALLY NOERENBERG,1986,CORBIN CR 221-60,,COHO,SMOLT       ,10.4,,1988,LAKE BAY 223-40,6/8/1988,0,871469,,2,NO MARK,,,,
NOT TAGGED,!12876PWSA03,AK,PWSA,H,WALLY NOERENBERG,1986,A F KOERNIG,,PINK,FED FRY     ,0.27,32,1987,LAKE BAY 223-40,5/15/1987,0,65527715,,2,NO MARK,,,,
NOT TAGGED,!12876PWSA04,AK,PWSA,H,WALLY NOERENBERG,1986,A F KOERNIG,,PINK,EMERGENT FRY,0.22,32,1987,LAKE BAY 223-40,4/22/1987,0,10405000,,2,NO MARK,,,,
NOT TAGGED,!12874PWSA01,AK,PWSA,H,WALLY NOERENBERG,1986,ESHAMY LK,,SOCKEYE,FED FRY     ,0.27,,1987,ESHAMY LK 225-30,6/30/1987,0,396033,,2,NO MARK,,,,
TAGGED,B30107*2,AK,VFDA,H,SOLOMON GULCH,1986,SOLOMON GULCH 221-60,,CHUM,,1.6,,1987,SOLOMON GULCH 221-60,5/18/1987,16098,1539388,,2,AD,,,,
TAGGED,B30200,AK,VFDA,H,SOLOMON GULCH,1986,SOLOMON GULCH 221-60,,CHUM,,1.6,,1987,SOLOMON GULCH 221-60,5/18/1987,19119,1880900,,2,AD,,,,
TAGGED,311810,AK,VFDA,H,SOLOMON GULCH,1986,SOLOMON GULCH 221-60,CORBIN CR,COHO,,15.4,,1988,PORT VALDEZ 221-60,6/9/1988,10003,623951,,2,AD,,,,COMBINE WITH 311809
TAGGED,311750,AK,VFDA,H,SOLOMON GULCH,1986,SOLOMON GULCH 221-60,CORBIN CR,COHO,SMOLT       ,5.2,,1987,SOLOMON GULCH 221-60,6/7/1987,10420,217849,Z,2,AD,,,,
TAGGED,311809,AK,VFDA,H,SOLOMON GULCH,1986,SOLOMON GULCH 221-60,CORBIN CR,COHO,,15.4,,1988,SOLOMON GULCH 221-60,6/9/1988,3245,202473,,2,AD,,,,COMBINE WITH 311810
TAGGED,B31207,AK,VFDA,H,SOLOMON GULCH,1986,SOLOMON GULCH 221-60,JACK BAY 221-50,PINK,FED FRY     ,0.4,,1987,PORT VALDEZ 221-60,5/1/1987,11082,3632690,S,2,AD,,,,
TAGGED,B31208,AK,VFDA,H,SOLOMON GULCH,1986,SOLOMON GULCH 221-60,JACK BAY 221-50,PINK,FED FRY     ,0.4,,1987,PORT VALDEZ 221-60,5/1/1987,12171,3977437,S,2,AD,,,,
TAGGED,B31404,AK,VFDA,H,SOLOMON GULCH,1986,SOLOMON GULCH 221-60,JACK BAY 221-50,PINK,FED FRY     ,0.5,,1987,SOLOMON GULCH 221-60,5/10/1987,9931,14975128,S,2,AD,,,,
TAGGED,B30104,AK,VFDA,H,SOLOMON GULCH,1986,SOLOMON GULCH 221-60,JACK BAY 221-50,PINK,FED FRY     ,0.5,,1987,SOLOMON GULCH 221-60,5/10/1987,41931,8665285,S,2,AD,,,,
TAGGED,B30106,AK,VFDA,H,SOLOMON GULCH,1986,SOLOMON GULCH 221-60,JACK BAY 221-50,PINK,FED FRY     ,0.4,,1987,SOLOMON GULCH 221-60,5/6/1987,43326,13851848,S,2,AD,,,,
TAGGED,B30107*1,AK,VFDA,H,SOLOMON GULCH,1986,SOLOMON GULCH 221-60,JACK BAY 221-50,PINK,FED FRY     ,0.4,,1987,SOLOMON GULCH 221-60,5/6/1987,2232,713712,S,2,AD,,,,
TAGGED,B30105,AK,VFDA,H,SOLOMON GULCH,1986,SOLOMON GULCH 221-60,JACK BAY 221-50,PINK,FED FRY     ,0.5,,1987,SOLOMON GULCH 221-60,5/10/1987,40516,8358918,S,2,AD,,,,
TAGGED,B30001,AK,VFDA,H,SOLOMON GULCH,1986,SOLOMON GULCH 221-60,JACK BAY 221-50,PINK,FED FRY     ,0.4,,1987,SOLOMON GULCH 221-60,5/1/1987,11336,3712250,S,2,AD,,,,
TAGGED,B31206,AK,VFDA,H,SOLOMON GULCH,1986,SOLOMON GULCH 221-60,JACK BAY 221-50,PINK,FED FRY     ,0.4,,1987,SOLOMON GULCH 221-60,5/1/1987,5936,1935699,S,2,AD,,,,
TAGGED,311819,AK,ADFG,M,(M) GULKANA R,1987,GULKANA R,,SOCKEYE,,5,,1989,SUMMIT LK 212-20,6/27/1989,11817,11829,C,2,AD,,,,
TAGGED,311818,AK,ADFG,M,(M) GULKANA R,1987,GULKANA R,,SOCKEYE,,5,,1989,SUMMIT LK 212-20,6/19/1989,18806,18977,C,2,AD,,,,
TAGGED,311817,AK,ADFG,M,(M) GULKANA R,1987,GULKANA R,,SOCKEYE,,5,,1989,SUMMIT LK 212-20,6/14/1989,17675,17800,C,2,AD,,,,
TAGGED,1301010403,AK,ADFG,W,(W) COGHILL LK,1987,COGHILL LK,COGHILL LK,SOCKEYE,SMOLT       ,1.06,52,1989,COGHILL LK 223-30,6/3/1989,43935,368884,,2,AD,,,,
TAGGED,311840,AK,ADFG,W,(W) ESHAMY LK,1987,ESHAMY LK,ESHAMY LK,SOCKEYE,SMOLT       ,4.8,85,1989,ESHAMY LK 225-30,6/1/1989,46771,388512,,2,AD,,,,
TAGGED,311837,AK,ADFG,H,FORT RICHARDSON,1987,FLEMING CR 221-10,,COHO,,19.6,,1989,FLEMING SPIT 221-10,5/22/1989,25558,75113,,2,AD,,,,
TAGGED,311838,AK,ADFG,H,FORT RICHARDSON,1987,FLEMING CR 221-10,,COHO,,18.8,,1989,WHITTIER HBR 224-10,5/23/1989,25146,82379,,2,AD,,,,
NOT TAGGED,!12881ADFG16,AK,ADFG,H,GULKANA,1987,GULKANA R,,CHINOOK,FINGERLING  ,0.73,,1988,PAXSON LK 212-20,6/16/1988,0,1388,,2,NO MARK,,,,
NOT TAGGED,!12884ADFG14,AK,ADFG,H,GULKANA,1987,GULKANA,,SOCKEYE,EMERGENT FRY,0.16,,1988,CROSSWIND LK 212-20,5/26/1988,0,2487396,,2,NO MARK,,,,
NOT TAGGED,!12884ADFG18,AK,ADFG,H,GULKANA,1987,GULKANA,,SOCKEYE,EMERGENT FRY,0.16,,1988,PAXSON LK 212-20,5/15/1988,0,185631,,2,NO MARK,,,,
NOT TAGGED,!12884ADFG15,AK,ADFG,H,GULKANA,1987,GULKANA,,SOCKEYE,EMERGENT FRY,0.16,,1988,PAXSON LK 212-20,5/1/1988,0,6204322,,2,NO MARK,,,,
NOT TAGGED,!12884ADFG16,AK,ADFG,H,GULKANA,1987,GULKANA,,SOCKEYE,EMERGENT FRY,0.16,,1988,SUMMIT LK 212-20,5/25/1988,0,11978036,,2,NO MARK,,,,
NOT TAGGED,!12884ADFG19,AK,ADFG,H,MAIN BAY,1987,COGHILL LK,,SOCKEYE,FED FRY     ,0.26,,1988,DAVIS LK 223-30 (B),6/15/1988,0,657287,,2,NO MARK,,,,
NOT TAGGED,!12884ADFG21,AK,ADFG,H,MAIN BAY,1987,COGHILL LK,,SOCKEYE,FED FRY     ,0.26,,1988,ESTHER PASS LK223-20,6/14/1988,0,153031,,2,NO MARK,,,,
TAGGED,311815,AK,ADFG,H,MAIN BAY,1987,COGHILL LK,,SOCKEYE,SMOLT       ,7.85,,1989,MAIN BAY 225-20,5/25/1989,25076,1209878,O,2,AD,,,,
TAGGED,311814,AK,ADFG,H,MAIN BAY,1987,COGHILL LK,,SOCKEYE,SMOLT       ,9.8,,1989,MAIN BAY 225-20,6/5/1989,25271,1148319,O,2,AD,,,,
TAGGED,311813,AK,ADFG,H,MAIN BAY,1987,COGHILL LK,,SOCKEYE,SMOLT       ,10.13,,1989,MAIN BAY 225-20,6/5/1989,25006,948847,O,2,AD,,,,
TAGGED,311812,AK,ADFG,H,MAIN BAY,1987,COGHILL LK,,SOCKEYE,SMOLT       ,13.84,,1989,MAIN BAY 225-20,5/25/1989,25081,617982,O,2,AD,,,,
NOT TAGGED,!12884ADFG20,AK,ADFG,H,MAIN BAY,1987,COGHILL LK,,SOCKEYE,FED FRY     ,0.26,,1988,PASS LK 223-20,6/14/1988,0,594210,,2,NO MARK,,,,
TAGGED,1301010104,AK,PWSA,H,A F KOERNIG,1987,A F KOERNIG,,PINK,FED FRY     ,0.22,,1988,PORT SAN JUAN 226-40,5/17/1988,153935,89275650,,2,AD,,,,
TAGGED,1301010106,AK,PWSA,H,A F KOERNIG,1987,A F KOERNIG,,PINK,FED FRY     ,0.23,,1988,PORT SAN JUAN 226-40,6/1/1988,27450,11521690,,2,AD,,,,
TAGGED,1301010105,AK,PWSA,H,A F KOERNIG,1987,A F KOERNIG,,PINK,EMERGENT FRY,0.22,,1988,PORT SAN JUAN 226-40,5/10/1988,27678,9239388,,2,AD,,,,
NOT TAGGED,!12885PWSA04,AK,PWSA,H,CANNERY CREEK,1987,CANNERY CR,,CHUM,FED FRY     ,0.37,,1988,CANNERY CR 222-50,6/1/1988,0,245108,,2,NO MARK,,,,
TAGGED,1301010114,AK,PWSA,H,CANNERY CREEK,1987,CANNERY CR,,PINK,FED FRY     ,0.22,,1988,CANNERY CR 222-50,5/16/1988,79119,40249949,,2,AD,,,,
TAGGED,1301010109,AK,PWSA,H,CANNERY CREEK,1987,CANNERY CR,,PINK,EMERGENT FRY,0.22,,1988,CANNERY CR 222-50,6/5/1988,92013,55321283,,2,AD,,,,
NOT TAGGED,!12886PWSA04,AK,PWSA,H,CANNERY CREEK,1987,CANNERY CR,,PINK,FED FRY     ,,,1988,CANNERY CR 222-50,5/16/1988,0,1459,,2,AD,,,,AGENCY 31 ONLY BLANKWIRE
NOT TAGGED,!12891PWSA01,AK,PWSA,H,WALLY NOERENBERG,1987,DESHKA R,,CHINOOK,SMOLT       ,49.6,,1989,LAKE BAY 223-40,6/7/1989,0,144934,,2,NO MARK,,,,
NOT TAGGED,!12885PWSA02,AK,PWSA,H,WALLY NOERENBERG,1987,WALLY NOERENBERG,,CHUM,FED FRY     ,0.43,38,1988,LAKE BAY 223-40,5/25/1988,0,11831263,,2,NO MARK,,,,
NOT TAGGED,!12885PWSA03,AK,PWSA,H,WALLY NOERENBERG,1987,MAIN BAY,,CHUM,FED FRY     ,0.43,38,1988,LAKE BAY 223-40,5/25/1988,0,54711043,,2,NO MARK,,,,
NOT TAGGED,!12885PWSA01,AK,PWSA,H,WALLY NOERENBERG,1987,A F KOERNIG,,CHUM,FED FRY     ,0.43,38,1988,LAKE BAY 223-40,5/25/1988,0,1846497,,2,NO MARK,,,,
TAGGED,311839,AK,PWSA,H,WALLY NOERENBERG,1987,EYAK LK+MILE 18,,COHO,SMOLT       ,13.9,,1989,LAKE BAY 223-40,5/19/1989,100529,2599937,,2,AD,,,,
NOT TAGGED,!12892PWSA01,AK,PWSA,H,WALLY NOERENBERG,1987,WALLY NOERENBERG,,COHO,SMOLT       ,13.9,112,1989,LAKE BAY 223-40,6/8/1989,0,2499106,,2,NO MARK,,,,
TAGGED,1301010108,AK,PWSA,H,WALLY NOERENBERG,1987,WALLY NOERENBERG,,PINK,EMERGENT FRY,0.23,,1988,LAKE BAY 223-40,5/16/1988,54592,11340868,,2,AD,,,,
TAGGED,1301010107,AK,PWSA,H,WALLY NOERENBERG,1987,WALLY NOERENBERG,,PINK,FED FRY     ,0.25,,1988,LAKE BAY 223-40,5/14/1988,225887,184266971,,2,AD,,,,
NOT TAGGED,!12884PWSA02,AK,PWSA,H,WALLY NOERENBERG,1987,ESHAMY LK,,SOCKEYE,EMERGENT FRY,0.15,,1988,ESHAMY LK 225-30,6/18/1988,0,214472,,2,NO MARK,,,,
NOT TAGGED,!12884PWSA01,AK,PWSA,H,WALLY NOERENBERG,1987,ESHAMY LK,,SOCKEYE,FED FRY     ,0.15,,1988,ESHAMY LK 225-30,6/18/1988,0,550000,,2,NO MARK,,,,
NOT TAGGED,!12885VFDA01,AK,VFDA,H,SOLOMON GULCH,1987,CROOKED CR 221-60,,CHUM,FED FRY     ,0.66,47,1988,SOLOMON GULCH 221-60,5/6/1988,0,1613800,,2,NO MARK,,,,
TAGGED,311835,AK,VFDA,H,SOLOMON GULCH,1987,SOLOMON GULCH 221-60,CORBIN CR,COHO,SMOLT       ,23.2,,1989,SOLOMON GULCH 221-60,6/15/1989,1451,1451,O,2,AD,,,,
TAGGED,311833,AK,VFDA,H,SOLOMON GULCH,1987,SOLOMON GULCH 221-60,CORBIN CR,COHO,SMOLT       ,23.18,,1989,SOLOMON GULCH 221-60,6/15/1989,29110,978549,,2,AD,,,,
TAGGED,1301010111,AK,VFDA,H,SOLOMON GULCH,1987,SOLOMON GULCH 221-60,SIWASH CR,PINK,FED FRY     ,0.38,,1988,BOULDER BAY 221-50,5/17/1988,40274,17002012,R,2,AD,,,,
TAGGED,1301010110,AK,VFDA,H,SOLOMON GULCH,1987,SOLOMON GULCH 221-60,SIWASH CR,PINK,FED FRY     ,0.26,,1988,SOLOMON GULCH 221-60,5/6/1988,73409,37198777,E,2,AD,,,,
TAGGED,1301010112,AK,VFDA,H,SOLOMON GULCH,1987,SOLOMON GULCH 221-60,SIWASH CR,PINK,FED FRY     ,0.33,,1988,SOLOMON GULCH 221-60,5/14/1988,81749,33212726,E,2,AD,,,,
TAGGED,1301010113,AK,VFDA,H,SOLOMON GULCH,1987,SOLOMON GULCH 221-60,SIWASH CR,PINK,FED FRY     ,0.37,,1988,SOLOMON GULCH 221-60,5/17/1988,81933,43413770,E,2,AD,,,,
TAGGED,311863,AK,ADFG,M,(M) GULKANA,1988,GULKANA,GULKANA R,SOCKEYE,PRESMOLT    ,6.44,93,1990,SUMMIT LK 212-20,6/22/1990,17954,17972,C,2,AD,,,,
TAGGED,311862,AK,ADFG,M,(M) GULKANA,1988,GULKANA,GULKANA R,SOCKEYE,PRESMOLT    ,6.44,93,1990,SUMMIT LK 212-20,6/19/1990,17601,17654,C,2,AD,,,,
TAGGED,311901,AK,ADFG,M,(M) GULKANA,1988,GULKANA,GULKANA R,SOCKEYE,PRESMOLT    ,6.44,93,1990,SUMMIT LK 212-20,6/26/1990,15507,15554,C,2,AD,,,,
