Status,Tag Code,State,Agency,Rearing Code,Location (Facility or Wild Stock),Year Brood,Stock,Ancestry,Species,Stage,Weight,Length,Year Released,Release Site,Date Last Released,Ad Clipped and Tagged,Total Released,Experiment Code,Region Released,Mark Code,Thermal Mark Hatch Code,Thermal Mark RBr,Mark ID,Comment (PSMFC)
TAGGED,1301011510,AK,PWSA,H,CANNERY CREEK,1990,CANNERY CR,CANNERY CR,PINK,FED FRY     ,0.33,,1991,CANNERY CR 222-50,6/1/1991,17874,10518423,E,2,AD,,,,
TAGGED,1301011505,AK,PWSA,H,CANNERY CREEK,1990,CANNERY CR,CANNERY CR,PINK,FED FRY     ,0.29,,1991,CANNERY CR 222-50,5/19/1991,17324,10107959,E,2,AD,,,,
TAGGED,1301011502,AK,PWSA,H,CANNERY CREEK,1990,CANNERY CR,CANNERY CR,PINK,FED FRY     ,0.26,,1991,CANNERY CR 222-50,5/7/1991,17745,10363857,E,2,AD,,,,
TAGGED,1301011501,AK,PWSA,H,CANNERY CREEK,1990,CANNERY CR,CANNERY CR,PINK,FED FRY     ,0.27,,1991,CANNERY CR 222-50,5/3/1991,17241,10133533,E,2,AD,,,,
TAGGED,312042,AK,PWSA,H,MAIN BAY,1990,COGHILL LK,COGHILL LK,SOCKEYE,SMOLT       ,8.2,,1992,COGHILL R 223-30,5/30/1992,19855,720875,R,2,AD,,,,
TAGGED,311952,AK,PWSA,H,MAIN BAY,1990,ESHAMY LK,,SOCKEYE,PRESMOLT    ,2.26,60,1991,ESHAMY LK 225-30,11/12/1991,20559,406983,R,2,AD,,,,
TAGGED,312043,AK,PWSA,H,MAIN BAY,1990,ESHAMY LK,ESHAMY LK,SOCKEYE,SMOLT       ,7.3,,1992,ESHAMY R 225-30,5/30/1992,22315,1043350,R,2,AD,,,,
TAGGED,312040,AK,PWSA,H,MAIN BAY,1990,COGHILL LK,COGHILL LK,SOCKEYE,SMOLT       ,9.4,,1992,MAIN BAY 225-20,5/22/1992,5942,177646,S,2,AD,,,,
TAGGED,312037,AK,PWSA,H,MAIN BAY,1990,ESHAMY LK,ESHAMY LK,SOCKEYE,SMOLT       ,8.8,,1992,MAIN BAY 225-20,6/4/1992,11129,513536,O,2,AD,,,,
TAGGED,312038,AK,PWSA,H,MAIN BAY,1990,COGHILL LK,COGHILL LK,SOCKEYE,SMOLT       ,11.3,,1992,MAIN BAY 225-20,6/3/1992,4706,142584,S,2,AD,,,,
TAGGED,312041,AK,PWSA,H,MAIN BAY,1990,COGHILL LK,COGHILL LK,SOCKEYE,SMOLT       ,8.4,,1992,MAIN BAY 225-20,5/7/1992,5788,275439,T,2,AD,,,,
TAGGED,312036,AK,PWSA,H,MAIN BAY,1990,ESHAMY LK,ESHAMY LK,SOCKEYE,SMOLT       ,8.8,,1992,MAIN BAY 225-20,6/4/1992,11085,511515,O,2,AD,,,,
TAGGED,312039,AK,PWSA,H,MAIN BAY,1990,COGHILL LK,COGHILL LK,SOCKEYE,SMOLT       ,5,,1992,MAIN BAY 225-20,6/5/1992,4686,230385,S,2,AD,,,,
TAGGED,312046,AK,PWSA,H,WALLY NOERENBERG,1990,WALLY NOERENBERG,DESHKA R,CHINOOK,SMOLT       ,17.2,,1992,FLEMING SPIT 221-10,6/2/1992,5119,102116,R,2,AD,,,,
TAGGED,312045,AK,PWSA,H,WALLY NOERENBERG,1990,WALLY NOERENBERG,DESHKA R,CHINOOK,SMOLT       ,22.5,,1992,LAKE BAY 223-40,6/8/1992,6490,274754,E,2,AD,,,,
TAGGED,312047,AK,PWSA,H,WALLY NOERENBERG,1990,WALLY NOERENBERG,DESHKA R,CHINOOK,SMOLT       ,18.74,,1992,WHITTIER+LAKE BAY,6/10/1992,5366,102024,R,2,AD,,,,101769 RELEASED AT WHITTIER HBR 224-10. 255 RELEASED AT LAKE BAY 223-40.
TAGGED,1301011109,AK,PWSA,H,WALLY NOERENBERG,1990,WALLY NOERENBERG,WELLS R,CHUM,FED FRY     ,0.73,44,1991,LAKE BAY 223-40,5/27/1991,47943,21423769,E,2,AD,,,,
TAGGED,1301011106,AK,PWSA,H,WALLY NOERENBERG,1990,WALLY NOERENBERG,WELLS R,CHUM,FED FRY     ,0.97,44,1991,LAKE BAY 223-40,5/30/1991,45646,20004534,E,2,AD,,,,
TAGGED,1301011107,AK,PWSA,H,WALLY NOERENBERG,1990,WALLY NOERENBERG,WELLS R,CHUM,FED FRY     ,0.79,46,1991,LAKE BAY 223-40,4/29/1991,42991,17658831,E,2,AD,,,,
TAGGED,1301011108,AK,PWSA,H,WALLY NOERENBERG,1990,WALLY NOERENBERG,WELLS R,CHUM,FED FRY     ,0.71,44,1991,LAKE BAY 223-40,5/4/1991,41812,17747179,E,2,AD,,,,
NOT TAGGED,!12922PWSA03,AK,PWSA,H,WALLY NOERENBERG,1990,WALLY NOERENBERG,,COHO,SMOLT       ,12.1,,1992,FLEMING SPIT 221-10,5/26/1992,0,123658,,2,NO MARK,,,,
NOT TAGGED,!12922PWSA01,AK,PWSA,H,WALLY NOERENBERG,1990,WALLY NOERENBERG,,COHO,SMOLT       ,12.1,,1992,LAKE BAY 223-40,6/5/1992,0,1563711,,2,NO MARK,,,,
NOT TAGGED,!12922PWSA02,AK,PWSA,H,WALLY NOERENBERG,1990,WALLY NOERENBERG,,COHO,SMOLT       ,12.1,,1992,WHITTIER HBR 224-10,5/25/1992,0,143829,,2,NO MARK,,,,
TAGGED,1301011003,AK,PWSA,H,WALLY NOERENBERG,1990,WALLY NOERENBERG,,PINK,FED FRY     ,0.24,31,1991,LAKE BAY 223-40,4/27/1991,22537,12731093,T,2,AD,,,,
TAGGED,1301011006,AK,PWSA,H,WALLY NOERENBERG,1990,WALLY NOERENBERG,,PINK,FED FRY     ,0.24,32,1991,LAKE BAY 223-40,5/1/1991,22197,9960478,T,2,AD,,,,
TAGGED,1301011015,AK,PWSA,H,WALLY NOERENBERG,1990,WALLY NOERENBERG,,PINK,FED FRY     ,0.23,36,1991,LAKE BAY 223-40,5/6/1991,22928,12469099,T,2,AD,,,,
TAGGED,1301011004,AK,PWSA,H,WALLY NOERENBERG,1990,WALLY NOERENBERG,,PINK,FED FRY     ,0.24,36,1991,LAKE BAY 223-40,4/29/1991,22333,12485342,T,2,AD,,,,
TAGGED,1301011011,AK,PWSA,H,WALLY NOERENBERG,1990,WALLY NOERENBERG,,PINK,FED FRY     ,0.25,36,1991,LAKE BAY 223-40,5/1/1991,22145,12473010,T,2,AD,,,,
TAGGED,1301011013,AK,PWSA,H,WALLY NOERENBERG,1990,WALLY NOERENBERG,,PINK,FED FRY     ,0.23,36,1991,LAKE BAY 223-40,5/4/1991,23064,12484385,T,2,AD,,,,
TAGGED,1301011008,AK,PWSA,H,WALLY NOERENBERG,1990,WALLY NOERENBERG,,PINK,FED FRY     ,0.27,36,1991,LAKE BAY 223-40,4/27/1991,23911,12487647,T,2,AD,,,,
TAGGED,1301011010,AK,PWSA,H,WALLY NOERENBERG,1990,WALLY NOERENBERG,,PINK,FED FRY     ,0.23,36,1991,LAKE BAY 223-40,4/30/1991,21731,12459854,T,2,AD,,,,
TAGGED,1301011103,AK,PWSA,H,WALLY NOERENBERG,1990,WALLY NOERENBERG,,PINK,FED FRY     ,0.21,32,1991,LAKE BAY 223-40,5/4/1991,22286,12462980,T,2,AD,,,,
TAGGED,1301011101,AK,PWSA,H,WALLY NOERENBERG,1990,WALLY NOERENBERG,,PINK,FED FRY     ,0.22,32,1991,LAKE BAY 223-40,5/8/1991,23999,12472522,T,2,AD,,,,
TAGGED,1301011104,AK,PWSA,H,WALLY NOERENBERG,1990,WALLY NOERENBERG,,PINK,FED FRY     ,0.21,32,1991,LAKE BAY 223-40,5/7/1991,22436,12461793,T,2,AD,,,,
TAGGED,1301011105,AK,PWSA,H,WALLY NOERENBERG,1990,WALLY NOERENBERG,,PINK,FED FRY     ,0.32,34,1991,LAKE BAY 223-40,5/23/1991,14543,7641209,T,2,AD,,,,
TAGGED,1301011005,AK,PWSA,H,WALLY NOERENBERG,1990,WALLY NOERENBERG,,PINK,FED FRY     ,0.27,36,1991,LAKE BAY 223-40,4/25/1991,21701,12460893,T,2,AD,,,,
TAGGED,1301011102,AK,PWSA,H,WALLY NOERENBERG,1990,WALLY NOERENBERG,,PINK,FED FRY     ,0.22,32,1991,LAKE BAY 223-40,5/9/1991,21923,12545490,T,2,AD,,,,
TAGGED,1301011007,AK,PWSA,H,WALLY NOERENBERG,1990,WALLY NOERENBERG,,PINK,FED FRY     ,0.23,36,1991,LAKE BAY 223-40,4/25/1991,23793,12462336,T,2,AD,,,,
TAGGED,1301011009,AK,PWSA,H,WALLY NOERENBERG,1990,WALLY NOERENBERG,,PINK,FED FRY     ,0.22,36,1991,LAKE BAY 223-40,4/29/1991,24771,13181095,T,2,AD,,,,
TAGGED,1301011012,AK,PWSA,H,WALLY NOERENBERG,1990,WALLY NOERENBERG,,PINK,FED FRY     ,0.24,36,1991,LAKE BAY 223-40,5/1/1991,22349,12490986,T,2,AD,,,,
TAGGED,1301011014,AK,PWSA,H,WALLY NOERENBERG,1990,WALLY NOERENBERG,,PINK,FED FRY     ,0.23,36,1991,MAIN BAY 225-20,5/3/1991,16666,9210856,R,2,AD,,,,UNKNOWN NUMBER OF FISH WERE LOST PRIOR TO TRANSFER & RELEASE AT REMOTE SITE
TAGGED,312052,AK,VFDA,H,SOLOMON GULCH,1990,WALLY NOERENBERG,WILLOW+DESHKA,CHINOOK,SMOLT       ,14.41,107,1992,6.5 MILE CR 221-60,6/5/1992,5091,94748,R,2,AD,,,,
TAGGED,1301011306,AK,VFDA,H,SOLOMON GULCH,1990,WALLY NOERENBERG,,CHUM,FED FRY     ,1.25,52,1991,SOLOMON GULCH 221-60,6/5/1991,10113,867965,S,2,AD,,,,
TAGGED,1301011307,AK,VFDA,H,SOLOMON GULCH,1990,SOLOMON GULCH 221-60,CROOKED CR 221-60,CHUM,FED FRY     ,1.25,52,1991,SOLOMON GULCH 221-60,6/5/1991,10607,868409,S,2,AD,,,,
TAGGED,312053,AK,VFDA,H,SOLOMON GULCH,1990,SOLOMON GULCH 221-60,CORBIN CR,COHO,SMOLT       ,10.37,,1992,BOULDER BAY 221-50,6/16/1992,10007,19568,R,2,AD,,,,
TAGGED,312054,AK,VFDA,H,SOLOMON GULCH,1990,SOLOMON GULCH 221-60,CORBIN CR,COHO,SMOLT       ,14.5,,1992,SOLOMON GULCH 221-60,6/16/1992,19373,603280,S,2,AD,,,,
TAGGED,312055,AK,VFDA,H,SOLOMON GULCH,1990,SOLOMON GULCH 221-60,CORBIN CR,COHO,SMOLT       ,19.3,,1992,SOLOMON GULCH 221-60,6/16/1992,19405,603196,S,2,AD,,,,
TAGGED,1301011305,AK,VFDA,H,SOLOMON GULCH,1990,SOLOMON GULCH 221-60,JACK BAY 221-50,PINK,FED FRY     ,0.48,42,1991,BOULDER BAY 221-50,5/23/1991,34393,19264338,E,2,AD,,,,
TAGGED,1301011304,AK,VFDA,H,SOLOMON GULCH,1990,SOLOMON GULCH 221-60,JACK BAY 221-50,PINK,FED FRY     ,0.28,35,1991,BOULDER BAY 221-50,4/30/1991,56197,29151689,E,2,AD,,,,
TAGGED,1301011212,AK,VFDA,H,SOLOMON GULCH,1990,SOLOMON GULCH 221-60,JACK BAY 221-50,PINK,FED FRY     ,0.51,43,1991,SOLOMON GULCH 221-60,5/17/1991,18153,11861595,E,2,AD,,,,
TAGGED,1301011213,AK,VFDA,H,SOLOMON GULCH,1990,SOLOMON GULCH 221-60,JACK BAY 221-50,PINK,FED FRY     ,0.26,34,1991,SOLOMON GULCH 221-60,4/30/1991,21865,9967148,E,2,AD,,,,
TAGGED,1301011303,AK,VFDA,H,SOLOMON GULCH,1990,SOLOMON GULCH 221-60,JACK BAY 221-50,PINK,FED FRY     ,0.24,29,1991,SOLOMON GULCH 221-60,5/3/1991,20236,9512207,E,2,AD,,,,
TAGGED,1301011302,AK,VFDA,H,SOLOMON GULCH,1990,SOLOMON GULCH 221-60,JACK BAY 221-50,PINK,FED FRY     ,0.31,36,1991,SOLOMON GULCH 221-60,5/3/1991,20032,9580847,E,2,AD,,,,
TAGGED,1301011211,AK,VFDA,H,SOLOMON GULCH,1990,SOLOMON GULCH 221-60,JACK BAY 221-50,PINK,FED FRY     ,0.5,43,1991,SOLOMON GULCH 221-60,5/17/1991,19276,9983873,E,2,AD,,,,
TAGGED,1301011215,AK,VFDA,H,SOLOMON GULCH,1990,SOLOMON GULCH 221-60,JACK BAY 221-50,PINK,FED FRY     ,0.93,51,1991,SOLOMON GULCH 221-60,6/5/1991,18456,10921943,E,2,AD,,,,
TAGGED,1301011214,AK,VFDA,H,SOLOMON GULCH,1990,SOLOMON GULCH 221-60,JACK BAY 221-50,PINK,FED FRY     ,0.99,52,1991,SOLOMON GULCH 221-60,4/30/1991,22444,10849756,E,2,AD,,,,
TAGGED,1301011301,AK,VFDA,H,SOLOMON GULCH,1990,SOLOMON GULCH 221-60,JACK BAY 221-50,PINK,FED FRY     ,0.99,52,1991,SOLOMON GULCH 221-60,6/5/1991,18999,10201697,E,2,AD,,,,
TAGGED,312201,AK,ADFG,M,(M) GULKANA,1991,GULKANA,GULKANA R,SOCKEYE,PRESMOLT    ,5.2,87,1993,SUMMIT LK 212-20,6/9/1993,18630,18952,,2,AD,,,,
TAGGED,312203,AK,ADFG,M,(M) GULKANA,1991,GULKANA,GULKANA R,SOCKEYE,PRESMOLT    ,5,88,1993,SUMMIT LK 212-20,6/19/1993,18586,18736,,2,AD,,,,
TAGGED,312202,AK,ADFG,M,(M) GULKANA,1991,GULKANA,GULKANA R,SOCKEYE,PRESMOLT    ,5,88,1993,SUMMIT LK 212-20,6/15/1993,19028,19143,,2,AD,,,,
TAGGED,312205,AK,ADFG,M,(M) GULKANA,1991,GULKANA,GULKANA R,SOCKEYE,PRESMOLT    ,4.8,86,1993,SUMMIT LK 212-20,6/22/1993,11539,11562,,2,AD,,,,
TAGGED,B30208,AK,ADFG,H,GULKANA,1991,GULKANA R,GULKANA R,CHINOOK,EMERGENT FRY,0.43,38,1992,MONSOON LK 212-20,7/17/1992,2508,2533,C,2,AD,,,,
TAGGED,B30209,AK,ADFG,H,GULKANA,1991,GULKANA R,GULKANA R,CHINOOK,EMERGENT FRY,0.43,38,1992,MONSOON LK 212-20,7/17/1992,2235,2258,C,2,AD,,,,
TAGGED,B30211,AK,ADFG,H,GULKANA,1991,GULKANA R,GULKANA R,CHINOOK,EMERGENT FRY,0.43,38,1992,MONSOON LK 212-20,7/17/1992,2644,2671,C,2,AD,,,,
TAGGED,B30210,AK,ADFG,H,GULKANA,1991,GULKANA R,GULKANA R,CHINOOK,EMERGENT FRY,0.43,38,1992,MONSOON LK 212-20,7/17/1992,2091,2112,C,2,AD,,,,
NOT TAGGED,!12921ADFG12,AK,ADFG,H,GULKANA,1991,GULKANA R,,CHINOOK,FINGERLING  ,2,,1992,MONSOON LK 212-20,7/1/1992,0,20826,,2,NO MARK,,,,
NOT TAGGED,!12921ADFG13,AK,ADFG,H,GULKANA,1991,GULKANA R,,CHINOOK,FINGERLING  ,2,,1992,PAXSON LK 212-20,7/1/1992,0,34800,,2,NO MARK,,,,
NOT TAGGED,!12924ADFG29,AK,ADFG,H,GULKANA,1991,GULKANA R,,SOCKEYE,EMERGENT FRY,0.16,,1992,CROSSWIND LK 212-20,6/1/1992,0,8356740,,2,NO MARK,,,,
TAGGED,312163,AK,ADFG,H,GULKANA,1991,GULKANA,GULKANA R,SOCKEYE,PRESMOLT    ,7,92,1993,CROSSWIND LK 212-20,6/16/1993,16480,16613,C,2,AD,,,,
TAGGED,312060,AK,ADFG,H,GULKANA,1991,GULKANA,GULKANA R,SOCKEYE,PRESMOLT    ,7.8,96,1993,CROSSWIND LK 212-20,6/20/1993,16489,16689,C,2,AD,,,,
TAGGED,312162,AK,ADFG,H,GULKANA,1991,GULKANA,GULKANA R,SOCKEYE,PRESMOLT    ,6.7,91,1993,CROSSWIND LK 212-20,6/11/1993,15411,15473,C,2,AD,,,,
TAGGED,312161,AK,ADFG,H,GULKANA,1991,GULKANA,GULKANA R,SOCKEYE,PRESMOLT    ,6.4,90,1993,CROSSWIND LK 212-20,6/7/1993,14880,15230,C,2,AD,,,,
NOT TAGGED,!12924ADFG17,AK,ADFG,H,GULKANA,1991,GULKANA R,,SOCKEYE,EMERGENT FRY,0.16,,1992,PAXSON LK 212-20,5/1/1992,0,1047000,,2,NO MARK,,,,
NOT TAGGED,!12924ADFG30,AK,ADFG,H,GULKANA,1991,GULKANA R,,SOCKEYE,EMERGENT FRY,0.16,,1992,PAXSON LK 212-20,5/1/1992,0,10593000,,2,NO MARK,,,,
NOT TAGGED,!12924ADFG31,AK,ADFG,H,GULKANA,1991,GULKANA R,,SOCKEYE,EMERGENT FRY,0.16,,1992,SUMMIT LK 212-20,5/20/1992,0,6981217,,2,NO MARK,,,,
TAGGED,1301020115,AK,PWSA,H,A F KOERNIG,1991,A F KOERNIG,,PINK,FED FRY     ,0.34,,1992,SAWMILL BAY 226-40,4/29/1992,14534,8076614,E,2,AD,,,,
TAGGED,1301020204,AK,PWSA,H,A F KOERNIG,1991,A F KOERNIG,,PINK,FED FRY     ,0.29,,1992,SAWMILL BAY 226-40,5/5/1992,13248,7512861,E,2,AD,,,,
TAGGED,1301020201,AK,PWSA,H,A F KOERNIG,1991,A F KOERNIG,,PINK,FED FRY     ,0.35,36,1992,SAWMILL BAY 226-40,5/2/1992,15203,7976815,E,2,AD,,,,
TAGGED,1301020208,AK,PWSA,H,A F KOERNIG,1991,A F KOERNIG,,PINK,FED FRY     ,0.28,,1992,SAWMILL BAY 226-40,5/9/1992,12255,7010264,E,2,AD,,,,
TAGGED,1301020202,AK,PWSA,H,A F KOERNIG,1991,A F KOERNIG,,PINK,FED FRY     ,0.34,,1992,SAWMILL BAY 226-40,5/3/1992,14442,7974858,E,2,AD,,,,
TAGGED,1301020210,AK,PWSA,H,A F KOERNIG,1991,A F KOERNIG,,PINK,FED FRY     ,0.26,,1992,SAWMILL BAY 226-40,5/11/1992,12503,7007713,E,2,AD,,,,
TAGGED,1301020205,AK,PWSA,H,A F KOERNIG,1991,A F KOERNIG,,PINK,FED FRY     ,0.29,,1992,SAWMILL BAY 226-40,5/6/1992,11806,6990259,E,2,AD,,,,
TAGGED,1301020209,AK,PWSA,H,A F KOERNIG,1991,A F KOERNIG,,PINK,FED FRY     ,0.23,,1992,SAWMILL BAY 226-40,5/10/1992,12435,7018523,E,2,AD,,,,
TAGGED,1301020206,AK,PWSA,H,A F KOERNIG,1991,A F KOERNIG,,PINK,FED FRY     ,0.26,,1992,SAWMILL BAY 226-40,5/6/1992,12534,6991198,E,2,AD,,,,
TAGGED,1301020214,AK,PWSA,H,A F KOERNIG,1991,A F KOERNIG,,PINK,EMERGENT FRY,0.22,,1992,SAWMILL BAY 226-40,5/8/1992,12533,6995595,E,2,AD,,,,
TAGGED,1301020203,AK,PWSA,H,A F KOERNIG,1991,A F KOERNIG,,PINK,FED FRY     ,0.32,,1992,SAWMILL BAY 226-40,5/4/1992,14910,7978614,E,2,AD,,,,
TAGGED,1301020213,AK,PWSA,H,A F KOERNIG,1991,A F KOERNIG,,PINK,EMERGENT FRY,0.21,,1992,SAWMILL BAY 226-40,5/3/1992,12622,7049467,E,2,AD,,,,
TAGGED,1301020212,AK,PWSA,H,A F KOERNIG,1991,A F KOERNIG,,PINK,EMERGENT FRY,0.21,,1992,SAWMILL BAY 226-40,5/2/1992,13074,7003054,E,2,AD,,,,
TAGGED,1301020215,AK,PWSA,H,A F KOERNIG,1991,A F KOERNIG,,PINK,FED FRY     ,0.34,36,1992,SAWMILL BAY 226-40,5/30/1992,3643,1890215,E,2,AD,,,,
TAGGED,1301020211,AK,PWSA,H,A F KOERNIG,1991,A F KOERNIG,,PINK,FED FRY     ,0.27,,1992,SAWMILL BAY 226-40,5/12/1992,13648,7370900,E,2,AD,,,,
TAGGED,1301020207,AK,PWSA,H,A F KOERNIG,1991,A F KOERNIG,,PINK,FED FRY     ,0.24,33,1992,SAWMILL BAY 226-40,5/8/1992,13031,7983638,E,2,AD,,,,
TAGGED,1301020302,AK,PWSA,H,CANNERY CREEK,1991,CANNERY CR,CANNERY CR,PINK,FED FRY     ,0.27,,1992,CANNERY CR 222-50,5/4/1992,15357,8561786,E,2,AD,,,,
TAGGED,1301020312,AK,PWSA,H,CANNERY CREEK,1991,CANNERY CR,CANNERY CR,PINK,FED FRY     ,0.26,,1992,CANNERY CR 222-50,5/25/1992,18136,9882778,E,2,AD,,,,
TAGGED,1301020310,AK,PWSA,H,CANNERY CREEK,1991,CANNERY CR,CANNERY CR,PINK,FED FRY     ,0.22,,1992,CANNERY CR 222-50,5/19/1992,17454,9996202,E,2,AD,,,,
TAGGED,1301020313,AK,PWSA,H,CANNERY CREEK,1991,CANNERY CR,CANNERY CR,PINK,FED FRY     ,0.24,,1992,CANNERY CR 222-50,5/27/1992,17815,10496640,E,2,AD,,,,
TAGGED,1301020305,AK,PWSA,H,CANNERY CREEK,1991,CANNERY CR,CANNERY CR,PINK,FED FRY     ,0.27,,1992,CANNERY CR 222-50,5/9/1992,16567,9748120,E,2,AD,,,,
TAGGED,1301020315,AK,PWSA,H,CANNERY CREEK,1991,CANNERY CR,CANNERY CR,PINK,FED FRY     ,0.3,,1992,CANNERY CR 222-50,5/31/1992,10058,5633720,E,2,AD,,,,
TAGGED,1301020311,AK,PWSA,H,CANNERY CREEK,1991,CANNERY CR,CANNERY CR,PINK,FED FRY     ,0.22,,1992,CANNERY CR 222-50,5/22/1992,17806,9934823,E,2,AD,,,,
TAGGED,1301020304,AK,PWSA,H,CANNERY CREEK,1991,CANNERY CR,CANNERY CR,PINK,FED FRY     ,0.23,,1992,CANNERY CR 222-50,5/8/1992,15535,9154576,E,2,AD,,,,
TAGGED,1301020308,AK,PWSA,H,CANNERY CREEK,1991,CANNERY CR,CANNERY CR,PINK,EMERGENT FRY,0.21,,1992,CANNERY CR 222-50,5/3/1992,17319,9874596,E,2,AD,,,,
TAGGED,1301020314,AK,PWSA,H,CANNERY CREEK,1991,CANNERY CR,CANNERY CR,PINK,FED FRY     ,0.3,,1992,CANNERY CR 222-50,5/30/1992,19002,10649666,E,2,AD,,,,
TAGGED,1301020307,AK,PWSA,H,CANNERY CREEK,1991,CANNERY CR,CANNERY CR,PINK,FED FRY     ,0.21,,1992,CANNERY CR 222-50,5/10/1992,17686,9802341,E,2,AD,,,,
TAGGED,1301020306,AK,PWSA,H,CANNERY CREEK,1991,CANNERY CR,CANNERY CR,PINK,FED FRY     ,0.24,,1992,CANNERY CR 222-50,5/9/1992,17627,9636839,E,2,AD,,,,
TAGGED,1301020303,AK,PWSA,H,CANNERY CREEK,1991,CANNERY CR,CANNERY CR,PINK,FED FRY     ,0.29,,1992,CANNERY CR 222-50,5/6/1992,15614,8803390,E,2,AD,,,,
TAGGED,1301020309,AK,PWSA,H,CANNERY CREEK,1991,CANNERY CR,CANNERY CR,PINK,EMERGENT FRY,0.2,,1992,CANNERY CR 222-50,5/8/1992,17529,9990754,E,2,AD,,,,
TAGGED,312156,AK,PWSA,H,MAIN BAY,1991,DAVIS LK 223-30,COGHILL LK,SOCKEYE,SMOLT       ,8.1,,1993,COGHILL R 223-30,6/15/1993,20720,806218,R,2,AD,,,,
TAGGED,312157,AK,PWSA,H,MAIN BAY,1991,ESHAMY LK,ESHAMY LK,SOCKEYE,SMOLT       ,5.1,,1993,ESHAMY R 225-30,5/29/1993,25277,966750,R,2,AD,,,,
TAGGED,312044,AK,PWSA,H,MAIN BAY,1991,EYAK LK,EYAK LK,SOCKEYE,SMOLT       ,5.6,,1992,MAIN BAY 225-20,6/3/1992,4614,63822,B,2,AD,,,,
TAGGED,312154,AK,PWSA,H,MAIN BAY,1991,MAIN BAY,COGHILL LK,SOCKEYE,SMOLT       ,8.1,,1993,MAIN BAY 225-20,6/1/1993,16530,649043,S,2,AD,,,,
TAGGED,312153,AK,PWSA,H,MAIN BAY,1991,COGHILL LK,COGHILL LK,SOCKEYE,SMOLT       ,5.5,,1993,MAIN BAY 225-20,5/27/1993,18158,620307,S,2,AD,,,,
TAGGED,312155,AK,PWSA,H,MAIN BAY,1991,MAIN BAY,COGHILL LK,SOCKEYE,SMOLT       ,9.1,,1993,MAIN BAY 225-20,5/21/1993,15034,569001,S,2,AD,,,,
TAGGED,312152,AK,PWSA,H,MAIN BAY,1991,MAIN BAY,COGHILL LK,SOCKEYE,SMOLT       ,6.4,,1993,MAIN BAY 225-20,5/10/1993,19180,758933,T,2,AD,,,,
TAGGED,312049,AK,PWSA,H,MAIN BAY,1991,MAIN BAY,COGHILL LK,SOCKEYE,PRESMOLT    ,3.1,66,1992,MARSHA LK 226-30,10/22/1992,17403,691405,R,2,AD,,,,
TAGGED,312105,AK,PWSA,H,WALLY NOERENBERG,1991,WALLY NOERENBERG,DESHKA R,CHINOOK,SMOLT       ,15.81,,1993,LAKE BAY 223-40,6/3/1993,13663,273429,E,2,AD,,,,
TAGGED,312050,AK,PWSA,H,WALLY NOERENBERG,1991,WALLY NOERENBERG,DESHKA R,CHINOOK,SMOLT       ,16.5,,1993,WHITTIER+CORDOVA,6/11/1993,4964,85677,R,2,AD,,,,
TAGGED,312051,AK,PWSA,H,WALLY NOERENBERG,1991,WALLY NOERENBERG,DESHKA R,CHINOOK,SMOLT       ,16.5,,1993,WHITTIER+CORDOVA,6/10/1993,4982,113325,R,2,AD,,,,
TAGGED,1301020713,AK,PWSA,H,WALLY NOERENBERG,1991,WALLY NOERENBERG,WELLS R,CHUM,FED FRY     ,0.63,44,1992,LAKE BAY 223-40,5/8/1992,25246,12006325,E,2,AD,,,,
TAGGED,1301020504,AK,PWSA,H,WALLY NOERENBERG,1991,WALLY NOERENBERG,WELLS R,CHUM,FED FRY     ,1.09,,1992,LAKE BAY 223-40,6/4/1992,24906,12367167,E,2,AD,,,,
TAGGED,1301020502,AK,PWSA,H,WALLY NOERENBERG,1991,WALLY NOERENBERG,WELLS R,CHUM,FED FRY     ,0.72,44,1992,LAKE BAY 223-40,5/4/1992,89766,41873799,E,2,AD,,,,
TAGGED,1301020301,AK,PWSA,H,WALLY NOERENBERG,1991,WALLY NOERENBERG,WELLS R,CHUM,FED FRY     ,1.03,,1992,LAKE BAY 223-40,6/3/1992,12686,6177925,E,2,AD,,,,
TAGGED,1301020503,AK,PWSA,H,WALLY NOERENBERG,1991,WALLY NOERENBERG,WELLS R,CHUM,FED FRY     ,0.69,44,1992,LAKE BAY 223-40,6/4/1992,40577,19770691,E,2,AD,,,,
TAGGED,1301020501,AK,PWSA,H,WALLY NOERENBERG,1991,WALLY NOERENBERG,WELLS R,CHUM,FED FRY     ,0.48,,1992,LAKE BAY 223-40,5/6/1992,12626,5848765,E,2,AD,,,,
TAGGED,312048,AK,PWSA,H,WALLY NOERENBERG,1991,WALLY NOERENBERG,EYAK LK+MILE 18 CR,COHO,SMOLT       ,12.58,,1993,WHITTIER+FLEMMING+LK,6/11/1993,33387,1303077,R,2,AD,,,,
TAGGED,1301020409,AK,PWSA,H,WALLY NOERENBERG,1991,WALLY NOERENBERG,,PINK,FED FRY     ,0.24,34,1992,LAKE BAY 223-40,5/7/1992,24028,12968845,E,2,AD,,,,
TAGGED,1301020408,AK,PWSA,H,WALLY NOERENBERG,1991,WALLY NOERENBERG,,PINK,FED FRY     ,0.27,34,1992,LAKE BAY 223-40,5/5/1992,25401,13397359,E,2,AD,,,,
TAGGED,1301020412,AK,PWSA,H,WALLY NOERENBERG,1991,WALLY NOERENBERG,,PINK,FED FRY     ,0.26,34,1992,LAKE BAY 223-40,5/9/1992,21543,12088956,E,2,AD,,,,
